username,system,itemid,itemtype,srclang,trglang,score
dsgs03,sign_mt_v2,643,TGT,deu,sgg,32
dsgs03,sign_mt_v2,645,TGT,deu,sgg,33
dsgs03,sign_mt_v2,650,TGT,deu,sgg,17
dsgs03,sign_mt_v2,655,TGT,deu,sgg,16
dsgs03,sign_mt_v2,657,TGT,deu,sgg,16
dsgs03,sign_mt_v2,658,TGT,deu,sgg,42
dsgs03,sign_mt_v2,659,TGT,deu,sgg,67
dsgs03,sign_mt_v2,661,TGT,deu,sgg,68
dsgs03,sign_mt_v2,662,TGT,deu,sgg,28
dsgs03,sign_mt_v2,664,TGT,deu,sgg,59
dsgs03,sign_mt_v2,666,TGT,deu,sgg,51
dsgs03,sign_mt_v2,667,TGT,deu,sgg,50
dsgs03,sign_mt_v2,668,TGT,deu,sgg,16
dsgs03,sign_mt_v2,670,TGT,deu,sgg,50
dsgs03,sign_mt_v2,671,TGT,deu,sgg,32
dsgs03,sign_mt_v2,672,TGT,deu,sgg,32
dsgs03,sign_mt_v2,673,TGT,deu,sgg,33
dsgs03,sign_mt_v2,678,TGT,deu,sgg,10
dsgs03,sign_mt_v2,679,TGT,deu,sgg,41
dsgs03,sign_mt_v2,680,TGT,deu,sgg,50
dsgs03,sign_mt_v2,681,TGT,deu,sgg,17
dsgs03,sign_mt_v2,683,TGT,deu,sgg,16
dsgs03,sign_mt_v2,687,TGT,deu,sgg,39
dsgs03,sign_mt_v2,688,TGT,deu,sgg,24
dsgs03,sign_mt_v2,689,TGT,deu,sgg,14
dsgs03,sign_mt_v2,690,TGT,deu,sgg,25
dsgs03,sign_mt_v2,691,TGT,deu,sgg,16
dsgs03,sign_mt_v2,692,TGT,deu,sgg,33
dsgs03,sign_mt_v2,694,TGT,deu,sgg,33
dsgs03,sign_mt_v2,695,TGT,deu,sgg,16
dsgs03,sign_mt_v2,699,TGT,deu,sgg,16
dsgs03,sign_mt_v2,700,TGT,deu,sgg,16
dsgs03,sign_mt_v2,702,TGT,deu,sgg,26
dsgs03,sign_mt_v2,704,TGT,deu,sgg,33
dsgs03,sign_mt_v2,705,TGT,deu,sgg,16
dsgs03,sign_mt_v2,710,TGT,deu,sgg,35
dsgs03,sign_mt_v2,712,TGT,deu,sgg,51
dsgs03,sign_mt_v2,714,TGT,deu,sgg,18
dsgs03,sign_mt_v2,717,TGT,deu,sgg,61
dsgs03,sign_mt_v2,719,TGT,deu,sgg,33
dsgs03,sign_mt_v2,720,TGT,deu,sgg,32
dsgs03,sign_mt_v2,728,TGT,deu,sgg,17
dsgs03,sign_mt_v2,731,TGT,deu,sgg,33
dsgs03,sign_mt_v2,732,TGT,deu,sgg,67
dsgs03,sign_mt_v2,733,TGT,deu,sgg,15
dsgs03,sign_mt_v2,736,TGT,deu,sgg,16
dsgs03,sign_mt_v2,737,TGT,deu,sgg,32
dsgs03,sign_mt_v2,739,TGT,deu,sgg,15
dsgs03,sign_mt_v2,741,TGT,deu,sgg,32
dsgs03,sign_mt_v2,742,TGT,deu,sgg,16
dsgs03,sign_mt_v2,744,TGT,deu,sgg,33
dsgs03,sign_mt_v2,746,TGT,deu,sgg,68
dsgs03,sign_mt_v2,747,TGT,deu,sgg,15
dsgs03,sign_mt_v2,748,TGT,deu,sgg,9
dsgs03,sign_mt_v2,749,TGT,deu,sgg,16
dsgs03,sign_mt_v2,750,TGT,deu,sgg,24
dsgs03,sign_mt_v2,752,TGT,deu,sgg,23
dsgs03,sign_mt_v2,757,TGT,deu,sgg,24
dsgs03,sign_mt_v2,759,TGT,deu,sgg,32
dsgs03,sign_mt_v2,760,TGT,deu,sgg,39
dsgs03,sign_mt_v2,762,TGT,deu,sgg,17
dsgs03,sign_mt_v2,763,TGT,deu,sgg,42
dsgs03,sign_mt_v2,764,TGT,deu,sgg,24
dsgs03,sign_mt_v2,765,TGT,deu,sgg,33
dsgs03,sign_mt_v2,766,TGT,deu,sgg,16
dsgs03,sign_mt_v2,769,TGT,deu,sgg,6
dsgs03,sign_mt_v2,770,TGT,deu,sgg,17
dsgs03,sign_mt_v2,771,TGT,deu,sgg,50
dsgs03,sign_mt_v2,773,TGT,deu,sgg,25
dsgs03,sign_mt_v2,774,TGT,deu,sgg,50
dsgs03,sign_mt_v2,779,TGT,deu,sgg,16
dsgs03,sign_mt_v2,781,TGT,deu,sgg,16
dsgs03,sign_mt_v2,786,TGT,deu,sgg,49
dsgs03,sign_mt_v2,787,TGT,deu,sgg,58
dsgs03,sign_mt_v2,789,TGT,deu,sgg,17
dsgs03,sign_mt_v2,792,TGT,deu,sgg,60
dsgs03,sign_mt_v2,794,TGT,deu,sgg,33
dsgs03,sign_mt_v2,796,TGT,deu,sgg,6
dsgs03,sign_mt_v2,797,TGT,deu,sgg,33
dsgs03,sign_mt_v2,798,TGT,deu,sgg,49
dsgs03,sign_mt_v2,800,TGT,deu,sgg,16
dsgs03,sign_mt_v2,801,TGT,deu,sgg,32
dsgs03,sign_mt_v2,802,TGT,deu,sgg,51
dsgs03,sign_mt_v2,803,TGT,deu,sgg,33
dsgs03,sign_mt_v2,805,TGT,deu,sgg,50
dsgs03,sign_mt_v2,806,TGT,deu,sgg,33
dsgs03,sign_mt_v2,807,TGT,deu,sgg,24
dsgs03,sign_mt_v2,809,TGT,deu,sgg,16
dsgs03,sign_mt_v2,810,TGT,deu,sgg,33
dsgs03,sign_mt_v2,812,TGT,deu,sgg,32
dsgs03,sign_mt_v2,815,TGT,deu,sgg,42
dsgs03,sign_mt_v2,816,TGT,deu,sgg,33
dsgs03,sign_mt_v2,821,TGT,deu,sgg,15
dsgs03,sign_mt_v2,822,TGT,deu,sgg,23
dsgs03,sign_mt_v2,823,TGT,deu,sgg,50
dsgs03,sign_mt_v2,828,TGT,deu,sgg,32
dsgs03,sign_mt_v2,830,TGT,deu,sgg,17
dsgs03,sign_mt_v2,837,TGT,deu,sgg,32
dsgs03,sign_mt_v2,839,TGT,deu,sgg,59
dsgs03,sign_mt_v2,841,TGT,deu,sgg,16
dsgs03,sign_mt_v2,842,TGT,deu,sgg,50
dsgs03,sign_mt_v2,843,TGT,deu,sgg,41
dsgs03,sign_mt_v2,850,TGT,deu,sgg,50
dsgs03,sign_mt_v2,852,TGT,deu,sgg,25
dsgs03,sign_mt_v2,854,TGT,deu,sgg,23
dsgs03,sign_mt_v2,856,TGT,deu,sgg,22
dsgs03,sign_mt_v2,857,TGT,deu,sgg,33
dsgs03,sign_mt_v2,860,TGT,deu,sgg,5
dsgs03,sign_mt_v2,862,TGT,deu,sgg,41
dsgs03,sign_mt_v2,863,TGT,deu,sgg,50
dsgs03,sign_mt_v2,865,TGT,deu,sgg,16
dsgs03,sign_mt_v2,867,TGT,deu,sgg,33
dsgs03,sign_mt_v2,869,TGT,deu,sgg,57
dsgs03,sign_mt_v2,870,TGT,deu,sgg,24
dsgs03,sign_mt_v2,874,TGT,deu,sgg,24
dsgs03,sign_mt_v2,875,TGT,deu,sgg,16
dsgs03,sign_mt_v2,878,TGT,deu,sgg,32
dsgs03,sign_mt_v2,879,TGT,deu,sgg,32
dsgs03,sign_mt_v2,881,TGT,deu,sgg,33
dsgs03,sign_mt_v2,886,TGT,deu,sgg,32
dsgs03,sign_mt_v2,887,TGT,deu,sgg,15
dsgs03,sign_mt_v2,889,TGT,deu,sgg,33
dsgs03,sign_mt_v2,890,TGT,deu,sgg,32
dsgs03,sign_mt_v2,891,TGT,deu,sgg,8
dsgs03,sign_mt_v2,893,TGT,deu,sgg,33
dsgs03,sign_mt_v2,896,TGT,deu,sgg,67
dsgs03,sign_mt_v2,897,TGT,deu,sgg,24
dsgs03,sign_mt_v2,898,TGT,deu,sgg,33
dsgs03,sign_mt_v2,900,TGT,deu,sgg,67
dsgs03,sign_mt_v2,901,TGT,deu,sgg,50
dsgs03,sign_mt_v2,902,TGT,deu,sgg,32
dsgs03,sign_mt_v2,903,TGT,deu,sgg,16
dsgs03,sign_mt_v2,906,TGT,deu,sgg,32
dsgs03,sign_mt_v2,907,TGT,deu,sgg,33
dsgs03,sign_mt_v2,908,TGT,deu,sgg,16
dsgs03,sign_mt_v2,911,TGT,deu,sgg,78
dsgs03,sign_mt_v2,914,TGT,deu,sgg,33
dsgs03,sign_mt_v2,915,TGT,deu,sgg,32
dsgs03,sign_mt_v2,916,TGT,deu,sgg,50
dsgs03,sign_mt_v2,917,TGT,deu,sgg,33
dsgs03,sign_mt_v2,918,TGT,deu,sgg,31
dsgs03,sign_mt_v2,921,TGT,deu,sgg,50
dsgs03,sign_mt_v2,922,TGT,deu,sgg,33
dsgs03,sign_mt_v2,923,TGT,deu,sgg,33
dsgs03,sign_mt_v2,931,TGT,deu,sgg,33
dsgs03,sign_mt_v2,936,TGT,deu,sgg,43
dsgs03,sign_mt_v2,937,TGT,deu,sgg,34
dsgs03,sign_mt_v2,940,TGT,deu,sgg,34
dsgs03,sign_mt_v2,942,TGT,deu,sgg,34
dsgs03,sign_mt_v2,943,TGT,deu,sgg,32
dsgs03,sign_mt_v2,946,TGT,deu,sgg,58
dsgs03,sign_mt_v2,947,TGT,deu,sgg,34
dsgs03,sign_mt_v2,949,TGT,deu,sgg,67
dsgs03,sign_mt_v2,951,TGT,deu,sgg,51
dsgs03,sign_mt_v2,953,TGT,deu,sgg,33
dsgs03,sign_mt_v2,953,TGT,deu,sgg,16
dsgs03,sign_mt_v2,955,TGT,deu,sgg,33
dsgs03,sign_mt_v2,955,TGT,deu,sgg,17
dsgs03,sign_mt_v2,956,TGT,deu,sgg,32
dsgs03,sign_mt_v2,956,TGT,deu,sgg,33
dsgs03,sign_mt_v2,957,TGT,deu,sgg,33
dsgs03,sign_mt_v2,957,TGT,deu,sgg,50
dsgs03,sign_mt_v2,958,TGT,deu,sgg,33
dsgs03,sign_mt_v2,958,TGT,deu,sgg,32
dsgs03,sign_mt_v2,959,TGT,deu,sgg,41
dsgs03,sign_mt_v2,959,TGT,deu,sgg,50
dsgs03,sign_mt_v2,960,TGT,deu,sgg,33
dsgs03,sign_mt_v2,960,TGT,deu,sgg,25
dsgs03,sign_mt_v2,962,TGT,deu,sgg,17
dsgs03,sign_mt_v2,962,TGT,deu,sgg,32
dsgs03,sign_mt_v2,963,TGT,deu,sgg,32
dsgs03,sign_mt_v2,963,TGT,deu,sgg,41
dsgs03,sign_mt_v2,964,TGT,deu,sgg,51
dsgs03,sign_mt_v2,964,TGT,deu,sgg,40
dsgs03,sign_mt_v2,969,TGT,deu,sgg,50
dsgs03,sign_mt_v2,969,TGT,deu,sgg,16
dsgs03,sign_mt_v2,971,TGT,deu,sgg,17
dsgs03,sign_mt_v2,971,TGT,deu,sgg,33
dsgs03,sign_mt_v2,974,TGT,deu,sgg,24
dsgs03,sign_mt_v2,974,TGT,deu,sgg,33
dsgs03,sign_mt_v2,976,TGT,deu,sgg,25
dsgs03,sign_mt_v2,976,TGT,deu,sgg,50
dsgs03,sign_mt_v2,977,TGT,deu,sgg,16
dsgs03,sign_mt_v2,977,TGT,deu,sgg,50
dsgs03,sign_mt_v2,978,TGT,deu,sgg,32
dsgs03,sign_mt_v2,978,TGT,deu,sgg,32
dsgs03,sign_mt_v2,979,TGT,deu,sgg,33
dsgs03,sign_mt_v2,979,TGT,deu,sgg,32
dsgs03,sign_mt_v2,980,TGT,deu,sgg,25
dsgs03,sign_mt_v2,980,TGT,deu,sgg,33
dsgs03,sign_mt_v2,981,TGT,deu,sgg,16
dsgs03,sign_mt_v2,981,TGT,deu,sgg,24
dsgs03,sign_mt_v2,982,TGT,deu,sgg,30
dsgs03,sign_mt_v2,982,TGT,deu,sgg,15
dsgs03,sign_mt_v2,985,TGT,deu,sgg,59
dsgs03,sign_mt_v2,985,TGT,deu,sgg,31
dsgs03,sign_mt_v2,986,TGT,deu,sgg,2
dsgs03,sign_mt_v2,986,TGT,deu,sgg,11
dsgs03,sign_mt_v2,987,TGT,deu,sgg,34
dsgs03,sign_mt_v2,987,TGT,deu,sgg,49
dsgs03,sign_mt_v2,990,TGT,deu,sgg,16
dsgs03,sign_mt_v2,990,TGT,deu,sgg,33
dsgs03,sign_mt_v2,991,TGT,deu,sgg,23
dsgs03,sign_mt_v2,991,TGT,deu,sgg,17
dsgs03,sockeye,202,TGT,deu,sgg,16
dsgs03,sockeye,205,TGT,deu,sgg,10
dsgs03,sockeye,210,TGT,deu,sgg,13
dsgs03,sockeye,212,TGT,deu,sgg,11
dsgs03,sockeye,216,TGT,deu,sgg,10
dsgs03,sockeye,220,TGT,deu,sgg,13
dsgs03,sockeye,221,TGT,deu,sgg,12
dsgs03,sockeye,223,TGT,deu,sgg,13
dsgs03,sockeye,224,TGT,deu,sgg,8
dsgs03,sockeye,228,TGT,deu,sgg,10
dsgs03,sockeye,231,TGT,deu,sgg,10
dsgs03,sockeye,233,TGT,deu,sgg,10
dsgs03,sockeye,235,TGT,deu,sgg,9
dsgs03,sockeye,239,TGT,deu,sgg,9
dsgs03,sockeye,241,TGT,deu,sgg,8
dsgs03,sockeye,243,TGT,deu,sgg,9
dsgs03,sockeye,244,TGT,deu,sgg,10
dsgs03,sockeye,245,TGT,deu,sgg,8
dsgs03,sockeye,247,TGT,deu,sgg,8
dsgs03,sockeye,250,TGT,deu,sgg,8
dsgs03,sockeye,251,TGT,deu,sgg,8
dsgs03,sockeye,252,TGT,deu,sgg,7
dsgs03,sockeye,253,TGT,deu,sgg,7
dsgs03,sockeye,256,TGT,deu,sgg,7
dsgs03,sockeye,258,TGT,deu,sgg,7
dsgs03,sockeye,259,TGT,deu,sgg,6
dsgs03,sockeye,261,TGT,deu,sgg,7
dsgs03,sockeye,263,TGT,deu,sgg,5
dsgs03,sockeye,264,TGT,deu,sgg,7
dsgs03,sockeye,265,TGT,deu,sgg,5
dsgs03,sockeye,266,TGT,deu,sgg,5
dsgs03,sockeye,269,TGT,deu,sgg,5
dsgs03,sockeye,273,TGT,deu,sgg,6
dsgs03,sockeye,275,TGT,deu,sgg,7
dsgs03,sockeye,276,TGT,deu,sgg,4
dsgs03,sockeye,277,TGT,deu,sgg,5
dsgs03,sockeye,278,TGT,deu,sgg,9
dsgs03,sockeye,279,TGT,deu,sgg,8
dsgs03,sockeye,281,TGT,deu,sgg,6
dsgs03,sockeye,283,TGT,deu,sgg,6
dsgs03,sockeye,285,TGT,deu,sgg,16
dsgs03,sockeye,287,TGT,deu,sgg,10
dsgs03,sockeye,288,TGT,deu,sgg,6
dsgs03,sockeye,290,TGT,deu,sgg,5
dsgs03,sockeye,292,TGT,deu,sgg,7
dsgs03,sockeye,294,TGT,deu,sgg,6
dsgs03,sockeye,296,TGT,deu,sgg,6
dsgs03,sockeye,297,TGT,deu,sgg,7
dsgs03,sockeye,298,TGT,deu,sgg,6
dsgs03,sockeye,299,TGT,deu,sgg,10
dsgs03,sockeye,301,TGT,deu,sgg,5
dsgs03,sockeye,304,TGT,deu,sgg,6
dsgs03,sockeye,314,TGT,deu,sgg,9
dsgs03,sockeye,315,TGT,deu,sgg,6
dsgs03,sockeye,316,TGT,deu,sgg,6
dsgs03,sockeye,317,TGT,deu,sgg,6
dsgs03,sockeye,322,TGT,deu,sgg,6
dsgs03,sockeye,324,TGT,deu,sgg,5
dsgs03,sockeye,325,TGT,deu,sgg,6
dsgs03,sockeye,327,TGT,deu,sgg,7
dsgs03,sockeye,329,TGT,deu,sgg,10
dsgs03,sockeye,330,TGT,deu,sgg,14
dsgs03,sockeye,331,TGT,deu,sgg,13
dsgs03,sockeye,334,TGT,deu,sgg,13
dsgs03,sockeye,335,TGT,deu,sgg,13
dsgs03,sockeye,338,TGT,deu,sgg,14
dsgs03,sockeye,340,TGT,deu,sgg,13
dsgs03,sockeye,342,TGT,deu,sgg,13
dsgs03,sockeye,343,TGT,deu,sgg,13
dsgs03,sockeye,345,TGT,deu,sgg,12
dsgs03,sockeye,346,TGT,deu,sgg,13
dsgs03,sockeye,347,TGT,deu,sgg,9
dsgs03,sockeye,352,TGT,deu,sgg,12
dsgs03,sockeye,354,TGT,deu,sgg,12
dsgs03,sockeye,357,TGT,deu,sgg,12
dsgs03,sockeye,359,TGT,deu,sgg,8
dsgs03,sockeye,366,TGT,deu,sgg,10
dsgs03,sockeye,367,TGT,deu,sgg,10
dsgs03,sockeye,368,TGT,deu,sgg,11
dsgs03,sockeye,371,TGT,deu,sgg,10
dsgs03,sockeye,372,TGT,deu,sgg,10
dsgs03,sockeye,373,TGT,deu,sgg,9
dsgs03,sockeye,374,TGT,deu,sgg,5
dsgs03,sockeye,375,TGT,deu,sgg,12
dsgs03,sockeye,378,TGT,deu,sgg,9
dsgs03,sockeye,382,TGT,deu,sgg,9
dsgs03,sockeye,385,TGT,deu,sgg,10
dsgs03,sockeye,388,TGT,deu,sgg,8
dsgs03,sockeye,390,TGT,deu,sgg,7
dsgs03,sockeye,392,TGT,deu,sgg,7
dsgs03,sockeye,394,TGT,deu,sgg,11
dsgs03,sockeye,396,TGT,deu,sgg,7
dsgs03,sockeye,397,TGT,deu,sgg,6
dsgs03,sockeye,399,TGT,deu,sgg,7
dsgs03,sockeye,400,TGT,deu,sgg,8
dsgs03,sockeye,401,TGT,deu,sgg,5
dsgs03,sockeye,404,TGT,deu,sgg,6
dsgs03,sockeye,405,TGT,deu,sgg,8
dsgs03,sockeye,406,TGT,deu,sgg,7
dsgs03,sockeye,409,TGT,deu,sgg,6
dsgs03,sockeye,410,TGT,deu,sgg,5
dsgs03,sockeye,411,TGT,deu,sgg,5
dsgs03,sockeye,412,TGT,deu,sgg,6
dsgs03,sockeye,413,TGT,deu,sgg,6
dsgs03,sockeye,414,TGT,deu,sgg,4
dsgs03,sockeye,415,TGT,deu,sgg,6
dsgs03,sockeye,418,TGT,deu,sgg,6
dsgs03,sockeye,419,TGT,deu,sgg,10
dsgs03,sockeye,420,TGT,deu,sgg,7
dsgs03,sockeye,423,TGT,deu,sgg,6
dsgs03,sockeye,426,TGT,deu,sgg,6
dsgs03,sockeye,428,TGT,deu,sgg,8
dsgs03,sockeye,429,TGT,deu,sgg,5
dsgs03,sockeye,430,TGT,deu,sgg,7
dsgs03,sockeye,431,TGT,deu,sgg,11
dsgs03,sockeye,432,TGT,deu,sgg,7
dsgs03,sockeye,433,TGT,deu,sgg,5
dsgs03,sockeye,434,TGT,deu,sgg,6
dsgs03,sockeye,435,TGT,deu,sgg,6
dsgs03,sockeye,437,TGT,deu,sgg,9
dsgs03,sockeye,438,TGT,deu,sgg,9
dsgs03,sockeye,439,TGT,deu,sgg,6
dsgs03,sockeye,440,TGT,deu,sgg,7
dsgs03,sockeye,444,TGT,deu,sgg,6
dsgs03,sockeye,445,TGT,deu,sgg,5
dsgs03,sockeye,446,TGT,deu,sgg,6
dsgs03,sockeye,448,TGT,deu,sgg,5
dsgs03,sockeye,449,TGT,deu,sgg,7
dsgs03,sockeye,451,TGT,deu,sgg,4
dsgs03,sockeye,452,TGT,deu,sgg,5
dsgs03,sockeye,453,TGT,deu,sgg,9
dsgs03,sockeye,454,TGT,deu,sgg,4
dsgs03,sockeye,455,TGT,deu,sgg,5
dsgs03,sockeye,456,TGT,deu,sgg,4
dsgs03,sockeye,457,TGT,deu,sgg,4
dsgs03,sockeye,458,TGT,deu,sgg,5
dsgs03,sockeye,459,TGT,deu,sgg,6
dsgs03,sockeye,461,TGT,deu,sgg,5
dsgs03,sockeye,464,TGT,deu,sgg,4
dsgs03,sockeye,465,TGT,deu,sgg,5
dsgs03,sockeye,466,TGT,deu,sgg,5
dsgs03,sockeye,467,TGT,deu,sgg,6
dsgs03,sockeye,468,TGT,deu,sgg,5
dsgs03,sockeye,480,TGT,deu,sgg,4
dsgs03,sockeye,481,TGT,deu,sgg,5
dsgs03,sockeye,483,TGT,deu,sgg,5
dsgs03,sockeye,485,TGT,deu,sgg,4
dsgs03,sockeye,486,TGT,deu,sgg,7
dsgs03,sockeye,487,TGT,deu,sgg,4
dsgs03,sockeye,489,TGT,deu,sgg,5
dsgs03,sockeye,490,TGT,deu,sgg,5
dsgs03,sockeye,491,TGT,deu,sgg,5
dsgs03,sockeye,493,TGT,deu,sgg,8
dsgs03,sockeye,496,TGT,deu,sgg,7
dsgs03,sockeye,500,TGT,deu,sgg,5
dsgs03,sockeye,501,TGT,deu,sgg,5
dsgs03,sockeye,506,TGT,deu,sgg,5
dsgs03,sockeye,512,TGT,deu,sgg,4
dsgs03,sockeye,513,TGT,deu,sgg,4
dsgs03,sockeye,517,TGT,deu,sgg,5
dsgs03,sockeye,520,TGT,deu,sgg,6
dsgs03,sockeye,522,TGT,deu,sgg,5
dsgs03,sockeye,525,TGT,deu,sgg,5
dsgs03,sockeye,526,TGT,deu,sgg,6
dsgs03,sockeye,527,TGT,deu,sgg,7
dsgs03,sockeye,528,TGT,deu,sgg,7
dsgs03,sockeye,529,TGT,deu,sgg,6
dsgs03,sockeye,530,TGT,deu,sgg,6
dsgs03,sockeye,531,TGT,deu,sgg,5
dsgs03,sockeye,532,TGT,deu,sgg,6
dsgs03,sockeye,533,TGT,deu,sgg,9
dsgs03,sockeye,534,TGT,deu,sgg,6
dsgs03,sockeye,535,TGT,deu,sgg,6
dsgs03,sockeye,537,TGT,deu,sgg,6
dsgs03,sockeye,540,TGT,deu,sgg,6
dsgs03,sockeye,541,TGT,deu,sgg,7
dsgs03,sockeye,542,TGT,deu,sgg,6
dsgs03,sockeye,544,TGT,deu,sgg,5
dsgs03,sockeye,545,TGT,deu,sgg,6
dsgs03,sockeye,547,TGT,deu,sgg,6
dsgs03,sockeye,549,TGT,deu,sgg,6
dsgs03,sockeye,550,TGT,deu,sgg,5
dsgs03,sockeye,551,TGT,deu,sgg,6
dsgs03,sockeye,553,TGT,deu,sgg,5
dsgs03,sockeye,554,TGT,deu,sgg,5
dsgs03,sockeye,558,TGT,deu,sgg,7
dsgs03,sockeye,563,TGT,deu,sgg,12
dsgs03,sockeye,564,TGT,deu,sgg,8
dsgs03,sockeye,574,TGT,deu,sgg,9
dsgs03,sockeye,577,TGT,deu,sgg,6
dsgs03,sockeye,578,TGT,deu,sgg,8
dsgs03,sockeye,580,TGT,deu,sgg,7
dsgs03,sockeye,583,TGT,deu,sgg,13
dsgs03,sockeye,585,TGT,deu,sgg,7
dsgs03,sockeye,587,TGT,deu,sgg,6
dsgs03,sockeye,588,TGT,deu,sgg,7
dsgs03,sockeye,589,TGT,deu,sgg,6
dsgs03,sockeye,590,TGT,deu,sgg,6
dsgs03,sockeye,592,TGT,deu,sgg,7
dsgs03,sockeye,593,TGT,deu,sgg,6
dsgs03,sockeye,594,TGT,deu,sgg,7
dsgs03,sockeye,595,TGT,deu,sgg,6
dsgs03,sockeye,597,TGT,deu,sgg,6
dsgs03,sockeye,598,TGT,deu,sgg,6
dsgs03,sockeye,599,TGT,deu,sgg,4
dsgs03,sockeye,602,TGT,deu,sgg,9
dsgs03,sockeye,606,TGT,deu,sgg,5
dsgs03,sockeye,608,TGT,deu,sgg,6
dsgs03,sockeye,609,TGT,deu,sgg,4
dsgs03,sockeye,611,TGT,deu,sgg,5
dsgs03,sockeye,612,TGT,deu,sgg,5
dsgs03,sockeye,614,TGT,deu,sgg,6
dsgs03,sockeye,616,TGT,deu,sgg,11
dsgs03,sockeye,619,TGT,deu,sgg,5
dsgs03,sockeye,620,TGT,deu,sgg,7
dsgs03,sockeye,623,TGT,deu,sgg,7
dsgs03,sockeye,633,TGT,deu,sgg,6
dsgs03,sockeye,635,TGT,deu,sgg,5
dsgs03,sockeye,638,TGT,deu,sgg,5
dsgs03,sockeye,640,TGT,deu,sgg,6
dsgs03,sockeye,641,TGT,deu,sgg,5
dsgs03,sockeye,643,TGT,deu,sgg,14
dsgs03,sockeye,645,TGT,deu,sgg,7
dsgs03,sockeye,650,TGT,deu,sgg,6
dsgs03,sockeye,655,TGT,deu,sgg,10
dsgs03,sockeye,657,TGT,deu,sgg,8
dsgs03,sockeye,658,TGT,deu,sgg,7
dsgs03,sockeye,659,TGT,deu,sgg,5
dsgs03,sockeye,661,TGT,deu,sgg,7
dsgs03,sockeye,662,TGT,deu,sgg,6
dsgs03,sockeye,664,TGT,deu,sgg,6
dsgs03,sockeye,666,TGT,deu,sgg,7
dsgs03,sockeye,667,TGT,deu,sgg,7
dsgs03,sockeye,668,TGT,deu,sgg,6
dsgs03,sockeye,670,TGT,deu,sgg,8
dsgs03,sockeye,671,TGT,deu,sgg,6
dsgs03,sockeye,672,TGT,deu,sgg,4
dsgs03,sockeye,673,TGT,deu,sgg,6
dsgs03,sockeye,678,TGT,deu,sgg,5
dsgs03,sockeye,679,TGT,deu,sgg,6
dsgs03,sockeye,680,TGT,deu,sgg,5
dsgs03,sockeye,681,TGT,deu,sgg,7
dsgs03,sockeye,683,TGT,deu,sgg,7
dsgs03,sockeye,687,TGT,deu,sgg,7
dsgs03,sockeye,688,TGT,deu,sgg,6
dsgs03,sockeye,689,TGT,deu,sgg,7
dsgs03,sockeye,690,TGT,deu,sgg,7
dsgs03,sockeye,691,TGT,deu,sgg,6
dsgs03,sockeye,692,TGT,deu,sgg,6
dsgs03,sockeye,694,TGT,deu,sgg,5
dsgs03,sockeye,695,TGT,deu,sgg,5
dsgs03,sockeye,699,TGT,deu,sgg,8
dsgs03,sockeye,700,TGT,deu,sgg,6
dsgs03,sockeye,702,TGT,deu,sgg,5
dsgs03,sockeye,704,TGT,deu,sgg,6
dsgs03,sockeye,705,TGT,deu,sgg,5
dsgs03,sockeye,710,TGT,deu,sgg,6
dsgs03,sockeye,712,TGT,deu,sgg,6
dsgs03,sockeye,714,TGT,deu,sgg,7
dsgs03,sockeye,717,TGT,deu,sgg,7
dsgs03,sockeye,719,TGT,deu,sgg,8
dsgs03,sockeye,720,TGT,deu,sgg,7
dsgs03,sockeye,728,TGT,deu,sgg,8
dsgs03,sockeye,731,TGT,deu,sgg,6
dsgs03,sockeye,732,TGT,deu,sgg,4
dsgs03,sockeye,733,TGT,deu,sgg,5
dsgs03,sockeye,736,TGT,deu,sgg,7
dsgs03,sockeye,737,TGT,deu,sgg,6
dsgs03,sockeye,739,TGT,deu,sgg,8
dsgs03,sockeye,741,TGT,deu,sgg,6
dsgs03,sockeye,742,TGT,deu,sgg,4
dsgs03,sockeye,744,TGT,deu,sgg,4
dsgs03,sockeye,746,TGT,deu,sgg,4
dsgs03,sockeye,747,TGT,deu,sgg,4
dsgs03,sockeye,748,TGT,deu,sgg,11
dsgs03,sockeye,749,TGT,deu,sgg,6
dsgs03,sockeye,750,TGT,deu,sgg,6
dsgs03,sockeye,752,TGT,deu,sgg,10
dsgs03,sockeye,757,TGT,deu,sgg,6
dsgs03,sockeye,759,TGT,deu,sgg,10
dsgs03,sockeye,760,TGT,deu,sgg,6
dsgs03,sockeye,762,TGT,deu,sgg,7
dsgs03,sockeye,763,TGT,deu,sgg,8
dsgs03,sockeye,764,TGT,deu,sgg,8
dsgs03,sockeye,765,TGT,deu,sgg,5
dsgs03,sockeye,766,TGT,deu,sgg,5
dsgs03,sockeye,769,TGT,deu,sgg,5
dsgs03,sockeye,770,TGT,deu,sgg,5
dsgs03,sockeye,771,TGT,deu,sgg,6
dsgs03,sockeye,773,TGT,deu,sgg,5
dsgs03,sockeye,774,TGT,deu,sgg,4
dsgs03,sockeye,779,TGT,deu,sgg,4
dsgs03,sockeye,781,TGT,deu,sgg,6
dsgs03,sockeye,786,TGT,deu,sgg,6
dsgs03,sockeye,787,TGT,deu,sgg,8
dsgs03,sockeye,789,TGT,deu,sgg,5
dsgs03,sockeye,792,TGT,deu,sgg,6
dsgs03,sockeye,794,TGT,deu,sgg,6
dsgs03,sockeye,796,TGT,deu,sgg,4
dsgs03,sockeye,797,TGT,deu,sgg,5
dsgs03,sockeye,798,TGT,deu,sgg,8
dsgs03,sockeye,800,TGT,deu,sgg,7
